,ID_F,ID_H_x,assay_chembl_id,value_F,type_H,value_H
442810,CHEMBL4442046,CHEMBL4585136,CHEMBL4418848,4.27,IC50,2.4
442811,CHEMBL4451169,CHEMBL4585136,CHEMBL4418848,2.24,IC50,2.4
442813,CHEMBL2385868,CHEMBL2204445,CHEMBL2390287,10.0,IC50,10.0
442817,CHEMBL2385869,CHEMBL2204445,CHEMBL2390287,10.0,IC50,10.0
442820,CHEMBL2385870,CHEMBL2204445,CHEMBL2390287,10.0,IC50,10.0
442823,CHEMBL567653,CHEMBL566977,CHEMBL1061265,7.0,IC50,10.9
442825,CHEMBL567653,CHEMBL566977,CHEMBL1061264,8.2,IC50,5.3
442827,CHEMBL567653,CHEMBL566977,CHEMBL1061266,9.2,IC50,52.5
442829,CHEMBL4436792,CHEMBL4450806,CHEMBL4310660,0.283,IC50,0.364
442832,CHEMBL4436792,CHEMBL4450806,CHEMBL4310662,50.0,IC50,50.0
442835,CHEMBL4436792,CHEMBL4450806,CHEMBL4310663,50.0,IC50,50.0
442837,CHEMBL4436792,CHEMBL4450806,CHEMBL4310669,8.34,IC50,9.05
442839,CHEMBL4436792,CHEMBL4450806,CHEMBL4310670,5.76,IC50,13.72
442841,CHEMBL4436792,CHEMBL4450806,CHEMBL4310671,7.49,IC50,15.85
442845,CHEMBL3084868,CHEMBL3084882,CHEMBL670036,27.2,IC50,29.0
442850,CHEMBL4288581,CHEMBL4277284,CHEMBL4265061,100.0,IC50,100.0
442860,CHEMBL594164,CHEMBL595560,CHEMBL1074018,2.0,IC50,2.3
442864,CHEMBL595790,CHEMBL595560,CHEMBL1074018,0.92,IC50,2.3
442865,CHEMBL595790,CHEMBL595560,CHEMBL1074028,2.1,IC50,2.2
442869,CHEMBL595573,CHEMBL595560,CHEMBL1074018,1.3,IC50,2.3
442870,CHEMBL595573,CHEMBL595560,CHEMBL1074028,2.1,IC50,2.2
442871,CHEMBL4288367,CHEMBL4277727,CHEMBL4260663,100.0,IC50,57.0
442875,CHEMBL4288369,CHEMBL4285170,CHEMBL4257085,200.0,IC50,200.0
442887,CHEMBL4288369,CHEMBL4285170,CHEMBL4257086,200.0,IC50,200.0
442898,CHEMBL4288369,CHEMBL4285170,CHEMBL4257087,500.0,IC50,500.0
442910,CHEMBL4282298,CHEMBL4285170,CHEMBL4257085,200.0,IC50,200.0
442922,CHEMBL4282298,CHEMBL4285170,CHEMBL4257086,200.0,IC50,200.0
442933,CHEMBL4282298,CHEMBL4285170,CHEMBL4257087,500.0,IC50,500.0
442945,CHEMBL4290639,CHEMBL4285170,CHEMBL4257085,200.0,IC50,200.0
442957,CHEMBL4290639,CHEMBL4285170,CHEMBL4257086,200.0,IC50,200.0
442968,CHEMBL4290639,CHEMBL4285170,CHEMBL4257087,2000.0,IC50,500.0
442980,CHEMBL4279026,CHEMBL4285170,CHEMBL4257085,200.0,IC50,200.0
442992,CHEMBL4279026,CHEMBL4285170,CHEMBL4257086,200.0,IC50,200.0
443003,CHEMBL4279026,CHEMBL4285170,CHEMBL4257087,500.0,IC50,500.0
443031,CHEMBL571757,CHEMBL572100,CHEMBL1039023,0.56,IC50,4.0
443041,CHEMBL571757,CHEMBL572100,CHEMBL1039022,4.9,IC50,40.0
443051,CHEMBL571757,CHEMBL572100,CHEMBL3135671,100.0,IC50,81.0
443061,CHEMBL571757,CHEMBL572100,CHEMBL3135673,10.0,IC50,10.0
443071,CHEMBL571757,CHEMBL572100,CHEMBL3135672,0.063,IC50,0.195
443073,CHEMBL4534487,CHEMBL4582133,CHEMBL4477069,0.01,IC50,0.01
443075,CHEMBL4534487,CHEMBL4582133,CHEMBL4477070,0.01,IC50,0.01
443078,CHEMBL2386352,CHEMBL6,CHEMBL2390532,388.0,IC50,180.0
443079,CHEMBL2386352,CHEMBL6,CHEMBL2390541,4.0,IC50,475.0
443080,CHEMBL2386352,CHEMBL6,CHEMBL2390692,1.56,IC50,326.0
443081,CHEMBL2386352,CHEMBL6,CHEMBL2390693,435.0,IC50,220.0
443082,CHEMBL2386352,CHEMBL6,CHEMBL2390695,163.0,IC50,315.0
443083,CHEMBL2386352,CHEMBL6,CHEMBL2390696,120.0,IC50,71.0
443084,CHEMBL2386352,CHEMBL6,CHEMBL2390697,4.0,IC50,27.0
443085,CHEMBL2386352,CHEMBL6,CHEMBL2390698,267.0,IC50,127.0
443088,CHEMBL585945,CHEMBL571182,CHEMBL1037322,0.1,IC50,1.5
443092,CHEMBL585945,CHEMBL571182,CHEMBL1037323,2.28,IC50,4.0
443096,CHEMBL585945,CHEMBL571182,CHEMBL1037324,2.4,IC50,20.0
443136,CHEMBL2420623,CHEMBL2419504,CHEMBL2423679,0.009,IC50,0.009
443141,CHEMBL2420623,CHEMBL2419504,CHEMBL2423680,0.014,IC50,0.015
443145,CHEMBL2420623,CHEMBL2419504,CHEMBL3396927,0.009,IC50,0.023
443148,CHEMBL2420623,CHEMBL2419504,CHEMBL3396926,0.014,IC50,0.015
443158,CHEMBL2420629,CHEMBL2420667,CHEMBL2423679,0.002,IC50,0.013
443163,CHEMBL2420629,CHEMBL2420667,CHEMBL2423680,0.005,IC50,0.018
443165,CHEMBL2420629,CHEMBL2420667,CHEMBL3271333,5.0,IC50,0.018
443202,CHEMBL570796,CHEMBL572062,CHEMBL1037322,0.1,IC50,0.9
443206,CHEMBL570796,CHEMBL572062,CHEMBL1037323,2.0,IC50,2.0
443210,CHEMBL570796,CHEMBL572062,CHEMBL1037324,3.6,IC50,24.0
443211,CHEMBL2424920,CHEMBL2424922,CHEMBL2427062,30.17,IC50,42.85
443213,CHEMBL2424920,CHEMBL2424922,CHEMBL2427064,35.46,IC50,40.15
443215,CHEMBL2424920,CHEMBL2424922,CHEMBL2427063,12.3,IC50,29.34
443217,CHEMBL2424920,CHEMBL2424922,CHEMBL2427066,50.0,IC50,50.0
443220,CHEMBL4542440,CHEMBL4462230,CHEMBL4324209,8.0,IC50,14.0
443223,CHEMBL4542440,CHEMBL4462230,CHEMBL4324210,95.0,IC50,232.0
443225,CHEMBL2414955,CHEMBL2414939,CHEMBL2416622,44.0,IC50,82.0
443226,CHEMBL2414955,CHEMBL2414939,CHEMBL2416623,1.1,IC50,11.0
443227,CHEMBL2414955,CHEMBL2414939,CHEMBL2416625,0.47,IC50,14.0
443228,CHEMBL2414955,CHEMBL2414939,CHEMBL2416624,30.0,IC50,39.0
443229,CHEMBL2414955,CHEMBL2414939,CHEMBL2416627,6.4,IC50,24.0
443231,CHEMBL3093244,CHEMBL2032286,CHEMBL3096888,0.88,IC50,1.66
443235,CHEMBL3093244,CHEMBL2032286,CHEMBL3096889,1.72,IC50,2.63
443239,CHEMBL592987,CHEMBL592983,CHEMBL1039826,10.77,IC50,7.0
443242,CHEMBL2398535,CHEMBL2398534,CHEMBL2400366,1.5,IC50,6.5
443246,CHEMBL2398535,CHEMBL2398534,CHEMBL2400365,20.0,IC50,39.0
443249,CHEMBL4548055,CHEMBL4453399,CHEMBL4384228,6.4,IC50,5.0
443251,CHEMBL4548055,CHEMBL4453399,CHEMBL4384229,50.0,IC50,50.0
443254,CHEMBL4554701,CHEMBL4453399,CHEMBL4384228,50.0,IC50,5.0
443259,CHEMBL2397964,CHEMBL2398005,CHEMBL2400522,5.0,IC50,5.0
443263,CHEMBL2397964,CHEMBL2398005,CHEMBL2400521,1.0,IC50,5.0
443265,CHEMBL401096,CHEMBL401270,CHEMBL926735,0.11,IC50,1.0
443271,CHEMBL271716,CHEMBL271665,CHEMBL931829,19.73,IC50,18.282
443274,CHEMBL271716,CHEMBL271665,CHEMBL931830,19.73,IC50,20.45
443277,CHEMBL271716,CHEMBL271665,CHEMBL933041,19.73,IC50,20.45
443282,CHEMBL2409182,CHEMBL2409181,CHEMBL2411105,8.0,IC50,33.0
443287,CHEMBL2409182,CHEMBL2409181,CHEMBL2411106,3.0,IC50,3.0
443292,CHEMBL2409182,CHEMBL2409181,CHEMBL2411100,16.0,IC50,11.0
443295,CHEMBL272449,CHEMBL429743,CHEMBL932834,20.0,IC50,0.5
443298,CHEMBL272449,CHEMBL429743,CHEMBL932835,69.0,IC50,8.0
443301,CHEMBL272449,CHEMBL429743,CHEMBL932836,1100.0,IC50,1100.0
443303,CHEMBL429585,CHEMBL429743,CHEMBL932840,50.0,IC50,50.0
443304,CHEMBL429585,CHEMBL429743,CHEMBL932841,50.0,IC50,50.0
443306,CHEMBL429585,CHEMBL429743,CHEMBL932834,0.3,IC50,0.5
443309,CHEMBL429585,CHEMBL429743,CHEMBL932835,2.0,IC50,8.0
443312,CHEMBL429585,CHEMBL429743,CHEMBL932836,280.0,IC50,1100.0
443316,CHEMBL273076,CHEMBL438203,CHEMBL934433,2.0,IC50,1.5
443317,CHEMBL487895,CHEMBL520241,CHEMBL1006480,300.0,IC50,300.0
443321,CHEMBL551243,CHEMBL554744,CHEMBL1033612,100.0,IC50,3.65
443326,CHEMBL551243,CHEMBL554744,CHEMBL1052985,100.0,IC50,2.9
443338,CHEMBL552270,CHEMBL561588,CHEMBL1060791,1.0,IC50,1.0
443339,CHEMBL552270,CHEMBL561588,CHEMBL1060792,2.0,IC50,4.0
443340,CHEMBL552270,CHEMBL561588,CHEMBL1060803,17.0,IC50,9.0
443344,CHEMBL2409728,CHEMBL2409725,CHEMBL2412207,0.199,IC50,0.232
443348,CHEMBL2409728,CHEMBL2409725,CHEMBL2412206,0.007,IC50,0.007
443349,CHEMBL245896,CHEMBL248153,CHEMBL922993,0.39,IC50,0.23
443353,CHEMBL550241,CHEMBL540170,CHEMBL1061394,5.61,IC50,24.64
443356,CHEMBL550241,CHEMBL540170,CHEMBL1061399,21.04,IC50,49.11
443359,CHEMBL550241,CHEMBL540170,CHEMBL1061400,11.19,IC50,26.6
443385,CHEMBL258524,CHEMBL436700,CHEMBL921838,1300.0,IC50,45.0
443386,CHEMBL571003,CHEMBL551253,CHEMBL1052377,52.0,IC50,152.0
443401,CHEMBL577138,CHEMBL577825,CHEMBL1044081,2184.0,IC50,377.0
443404,CHEMBL577138,CHEMBL577825,CHEMBL1044082,54.0,IC50,49.0
443405,CHEMBL273061,CHEMBL438721,CHEMBL661123,34.0,IC50,120.0
443406,CHEMBL273061,CHEMBL438721,CHEMBL666140,290.0,IC50,1300.0
443407,CHEMBL273061,CHEMBL438721,CHEMBL661125,34.0,IC50,120.0
443408,CHEMBL273061,CHEMBL438721,CHEMBL952109,34.0,IC50,120.0
443409,CHEMBL273061,CHEMBL438721,CHEMBL952119,290.0,IC50,1300.0
443432,CHEMBL2333905,CHEMBL2334286,CHEMBL2346266,16.0,IC50,7.0
443434,CHEMBL2333905,CHEMBL2334286,CHEMBL2346267,9.0,IC50,12.0
443453,CHEMBL514843,CHEMBL478044,CHEMBL955134,0.01,IC50,0.046
443455,CHEMBL514843,CHEMBL478044,CHEMBL955135,0.025,IC50,0.099
443457,CHEMBL478046,CHEMBL478044,CHEMBL955134,0.02,IC50,0.046
443459,CHEMBL478046,CHEMBL478044,CHEMBL955135,0.13,IC50,0.099
443463,CHEMBL572438,CHEMBL242883,CHEMBL1040344,0.1,IC50,0.1
443466,CHEMBL572473,CHEMBL242883,CHEMBL1040344,0.25,IC50,0.1
443469,CHEMBL584360,CHEMBL242883,CHEMBL1040344,0.1,IC50,0.1
443476,CHEMBL473183,CHEMBL452713,CHEMBL1012600,22.0,IC50,15.0
443477,CHEMBL473183,CHEMBL452713,CHEMBL1012599,13.0,IC50,22.0
443478,CHEMBL473183,CHEMBL452713,CHEMBL1012598,35.0,IC50,30.0
443479,CHEMBL473183,CHEMBL452713,CHEMBL1012597,32.0,IC50,38.0
443480,CHEMBL473183,CHEMBL452713,CHEMBL1012596,13.0,IC50,16.0
443481,CHEMBL473183,CHEMBL452713,CHEMBL1011716,100.0,IC50,100.0
443502,CHEMBL461220,CHEMBL461221,CHEMBL1002003,2.0,IC50,2.0
443503,CHEMBL466599,CHEMBL468690,CHEMBL1019004,100.0,IC50,100.0
443506,CHEMBL552545,CHEMBL539650,CHEMBL1053347,2.1,IC50,4.8
443508,CHEMBL552545,CHEMBL539650,CHEMBL1053348,150.0,IC50,1.0
443511,CHEMBL2424876,CHEMBL2424886,CHEMBL2427057,8.0,IC50,8.0
443515,CHEMBL2424876,CHEMBL2424886,CHEMBL2427061,8.0,IC50,8.0
443519,CHEMBL2424876,CHEMBL2424886,CHEMBL2427060,0.125,IC50,0.125
443523,CHEMBL2424876,CHEMBL2424886,CHEMBL2426901,0.03,IC50,0.03
443528,CHEMBL2424892,CHEMBL2424836,CHEMBL2427061,2.0,IC50,2.0
443532,CHEMBL2424892,CHEMBL2424836,CHEMBL2427057,0.5,IC50,0.5
443536,CHEMBL2424892,CHEMBL2424836,CHEMBL2427060,0.125,IC50,0.125
443540,CHEMBL2424892,CHEMBL2424836,CHEMBL2426901,0.03,IC50,0.03
443542,CHEMBL2424906,CHEMBL2424908,CHEMBL2427062,48.39,IC50,70.16
443544,CHEMBL2424906,CHEMBL2424908,CHEMBL2427064,16.7,IC50,21.41
443546,CHEMBL2424906,CHEMBL2424908,CHEMBL2427063,10.65,IC50,18.4
443548,CHEMBL2424906,CHEMBL2424908,CHEMBL2427066,43.1,IC50,84.5
443553,CHEMBL568168,CHEMBL568488,CHEMBL1038171,7.5,IC50,25.0
443558,CHEMBL568168,CHEMBL568488,CHEMBL1038172,6.3,IC50,18.0
443565,CHEMBL2435855,CHEMBL2435852,CHEMBL2439741,91.8,IC50,24.1
443568,CHEMBL2435855,CHEMBL2435852,CHEMBL2439744,1.5,IC50,1.4
443576,CHEMBL468998,CHEMBL192224,CHEMBL989663,329.0,IC50,135.0
443579,CHEMBL468998,CHEMBL192224,CHEMBL989662,10.9,IC50,6.8
443582,CHEMBL468998,CHEMBL192224,CHEMBL989664,379.0,IC50,128.0
443585,CHEMBL468998,CHEMBL192224,CHEMBL989665,202.0,IC50,113.0
443597,CHEMBL2375534,CHEMBL2375533,CHEMBL2378639,22.09,IC50,27.46
443602,CHEMBL2375733,CHEMBL2375731,CHEMBL2378875,2.0,IC50,1.0
443608,CHEMBL2375733,CHEMBL2375731,CHEMBL2378919,2.4,IC50,2.3
443614,CHEMBL2375733,CHEMBL2375731,CHEMBL2378920,4.6,IC50,3.0
443620,CHEMBL2375733,CHEMBL2375731,CHEMBL2378921,2.2,IC50,1.1
443626,CHEMBL2375734,CHEMBL2375731,CHEMBL2378875,5.9,IC50,1.0
443632,CHEMBL2375734,CHEMBL2375731,CHEMBL2378919,3.2,IC50,2.3
443638,CHEMBL2375734,CHEMBL2375731,CHEMBL2378920,4.0,IC50,3.0
443644,CHEMBL2375734,CHEMBL2375731,CHEMBL2378921,1.2,IC50,1.1
443651,CHEMBL2375742,CHEMBL2375740,CHEMBL2378875,0.8,IC50,1.4
443657,CHEMBL2375742,CHEMBL2375740,CHEMBL2378919,0.68,IC50,0.51
443663,CHEMBL2375742,CHEMBL2375740,CHEMBL2378920,0.92,IC50,0.81
443669,CHEMBL2375742,CHEMBL2375740,CHEMBL2378921,0.68,IC50,0.38
443671,CHEMBL2375742,CHEMBL2375740,CHEMBL2378872,0.64,IC50,0.6
443672,CHEMBL2375742,CHEMBL2375740,CHEMBL2378873,0.53,IC50,0.62
443673,CHEMBL2375742,CHEMBL2375740,CHEMBL2378874,0.77,IC50,0.69
443678,CHEMBL2375743,CHEMBL2375740,CHEMBL2378875,2.7,IC50,1.4
443684,CHEMBL2375743,CHEMBL2375740,CHEMBL2378919,0.69,IC50,0.51
443690,CHEMBL2375743,CHEMBL2375740,CHEMBL2378920,0.69,IC50,0.81
443696,CHEMBL2375743,CHEMBL2375740,CHEMBL2378921,0.59,IC50,0.38
443703,CHEMBL2420678,CHEMBL2420674,CHEMBL2421739,10000.0,IC50,1759.0
443707,CHEMBL2420678,CHEMBL2420674,CHEMBL2421738,2000.0,IC50,2000.0
443708,CHEMBL2420678,CHEMBL2420674,CHEMBL2421741,224.0,IC50,235.0
443710,CHEMBL2420678,CHEMBL2420674,CHEMBL2421742,25.0,IC50,26.0
443712,CHEMBL2420678,CHEMBL2420674,CHEMBL2421744,375.0,IC50,64.0
443715,CHEMBL2420718,CHEMBL2420720,CHEMBL2423578,2.78,IC50,3.12
443717,CHEMBL2420718,CHEMBL2420720,CHEMBL2423579,2.35,IC50,1.18
443719,CHEMBL2420718,CHEMBL2420720,CHEMBL2423580,3.62,IC50,1.42
443721,CHEMBL2420718,CHEMBL2420720,CHEMBL2423581,9.64,IC50,30.0
443723,CHEMBL2420718,CHEMBL2420720,CHEMBL2423583,6.86,IC50,7.29
443725,CHEMBL2420718,CHEMBL2420720,CHEMBL2423582,3.68,IC50,4.47
443728,CHEMBL467015,CHEMBL466177,CHEMBL1012998,0.89,IC50,0.2
443730,CHEMBL488780,CHEMBL469611,CHEMBL1000696,0.634,IC50,0.193
443732,CHEMBL488780,CHEMBL469611,CHEMBL1000703,90.0,IC50,90.0
443734,CHEMBL485373,CHEMBL484810,CHEMBL1014644,10.0,IC50,10.0
443737,CHEMBL473581,CHEMBL218962,CHEMBL1022155,0.13,IC50,0.1
443742,CHEMBL514321,CHEMBL474178,CHEMBL1022155,1.19,IC50,0.31
443743,CHEMBL253545,CHEMBL225519,CHEMBL944978,0.009,IC50,0.01
443744,CHEMBL253545,CHEMBL225519,CHEMBL944055,0.2,IC50,1.1
443746,CHEMBL463231,CHEMBL463481,CHEMBL1011679,0.026,IC50,0.042
443747,CHEMBL463231,CHEMBL463481,CHEMBL1011679,0.026,IC50,0.047
443749,CHEMBL463231,CHEMBL463481,CHEMBL1011680,12.0,IC50,20.0
443750,CHEMBL463231,CHEMBL463481,CHEMBL1011680,12.0,IC50,20.0
443752,CHEMBL463231,CHEMBL463481,CHEMBL1011681,20.0,IC50,20.0
443753,CHEMBL463231,CHEMBL463481,CHEMBL1011681,20.0,IC50,20.0
443755,CHEMBL463231,CHEMBL463481,CHEMBL1011682,0.59,IC50,20.0
443756,CHEMBL463231,CHEMBL463481,CHEMBL1011682,0.59,IC50,20.0
443757,CHEMBL560389,CHEMBL564062,CHEMBL1059883,50.0,IC50,50.0
443760,CHEMBL540826,CHEMBL543171,CHEMBL660982,341.0,IC50,107.0
443762,CHEMBL540826,CHEMBL543171,CHEMBL615665,2.3,IC50,9.3
443764,CHEMBL540826,CHEMBL543171,CHEMBL615664,4.7,IC50,31.0
443766,CHEMBL540826,CHEMBL543171,CHEMBL615663,0.5,IC50,11.9
443767,CHEMBL493475,CHEMBL495292,CHEMBL1032298,11.0,IC50,22.0
443769,CHEMBL1084918,CHEMBL466517,CHEMBL1109265,30.0,IC50,110.0
443775,CHEMBL560164,CHEMBL561366,CHEMBL1024480,19.0,IC50,15.0
443779,CHEMBL562376,CHEMBL562834,CHEMBL1057866,0.28,IC50,0.24
443785,CHEMBL562819,CHEMBL559390,CHEMBL1051636,900.0,IC50,18.0
443792,CHEMBL562819,CHEMBL559390,CHEMBL1051637,58.0,IC50,23.0
443799,CHEMBL562819,CHEMBL559390,CHEMBL1051638,280.0,IC50,6.0
443806,CHEMBL562819,CHEMBL559390,CHEMBL1051639,400.0,IC50,9.4
443813,CHEMBL562819,CHEMBL559390,CHEMBL1051640,440.0,IC50,14.0
443815,CHEMBL1090379,CHEMBL1090378,CHEMBL1109789,50.0,IC50,50.0
443826,CHEMBL453879,CHEMBL449048,CHEMBL962307,25.4,IC50,77.5
443838,CHEMBL453879,CHEMBL449048,CHEMBL962308,60.9,IC50,48.6
443846,CHEMBL453879,CHEMBL449048,CHEMBL962309,2110.0,IC50,2110.0
443849,CHEMBL597593,CHEMBL597592,CHEMBL1067538,1.96,IC50,1.33
443850,CHEMBL597593,CHEMBL597592,CHEMBL1067537,0.123,IC50,0.089
443852,CHEMBL270094,CHEMBL271956,CHEMBL945869,0.021,IC50,0.075
443853,CHEMBL270094,CHEMBL271956,CHEMBL945870,1.1,IC50,3.0
443854,CHEMBL270094,CHEMBL271956,CHEMBL945928,30.0,IC50,26.7
443872,CHEMBL3643193,CHEMBL3643197,CHEMBL3706089,7.0,IC50,12.0
443915,CHEMBL3643193,CHEMBL3643197,CHEMBL3706088,64.0,IC50,39.0
443942,CHEMBL3643333,CHEMBL3643308,CHEMBL3705489,19.0,IC50,73.0
443946,CHEMBL3643413,CHEMBL3643427,CHEMBL3707605,23.0,IC50,20.0
443957,CHEMBL3643413,CHEMBL3643427,CHEMBL3705490,262.0,IC50,651.0
443965,CHEMBL3643413,CHEMBL3643427,CHEMBL4134208,0.244,IC50,0.651
443968,CHEMBL3643413,CHEMBL3643427,CHEMBL4134209,0.424,IC50,0.951
443974,CHEMBL3643413,CHEMBL3643427,CHEMBL4134211,0.011,IC50,0.02
443977,CHEMBL3643413,CHEMBL3643427,CHEMBL4134212,1.67,IC50,7.41
443980,CHEMBL3643413,CHEMBL3643427,CHEMBL4134213,2.25,IC50,7.91
443983,CHEMBL3643413,CHEMBL3643427,CHEMBL4134214,0.056,IC50,0.246
443986,CHEMBL3643413,CHEMBL3643427,CHEMBL4134215,0.048,IC50,0.087
443989,CHEMBL3643413,CHEMBL3643427,CHEMBL4134216,0.099,IC50,0.073
444019,CHEMBL3643438,CHEMBL3643365,CHEMBL3705490,2545.0,IC50,7678.0
444030,CHEMBL3643438,CHEMBL3643365,CHEMBL3707605,9.0,IC50,17.0
444037,CHEMBL454642,CHEMBL488249,CHEMBL956577,0.25,IC50,0.22
444038,CHEMBL454642,CHEMBL488249,CHEMBL956578,7.9,IC50,5.6
444039,CHEMBL454642,CHEMBL488249,CHEMBL956579,4.5,IC50,6.3
444042,CHEMBL454642,CHEMBL488249,CHEMBL1827362,7900.0,IC50,5600.0
444043,CHEMBL584709,CHEMBL577300,CHEMBL1039276,0.15,IC50,0.075
444045,CHEMBL566811,CHEMBL577300,CHEMBL1039276,0.29,IC50,0.075
444047,CHEMBL571976,CHEMBL577300,CHEMBL1039276,0.015,IC50,0.075
444049,CHEMBL565312,CHEMBL577300,CHEMBL1039276,0.064,IC50,0.075
444055,CHEMBL3613528,CHEMBL3613519,CHEMBL3614760,0.97,IC50,1.59
444064,CHEMBL3613528,CHEMBL3613519,CHEMBL3614759,1.96,IC50,1.23
444073,CHEMBL3613528,CHEMBL3613519,CHEMBL3614761,7.51,IC50,2.87
444082,CHEMBL3613528,CHEMBL3613519,CHEMBL3614762,50.0,IC50,50.0
444092,CHEMBL3613545,CHEMBL3613544,CHEMBL3614759,1.98,IC50,2.36
444101,CHEMBL3613545,CHEMBL3613544,CHEMBL3614760,1.51,IC50,2.54
444110,CHEMBL3613545,CHEMBL3613544,CHEMBL3614761,1.74,IC50,3.67
444119,CHEMBL3613545,CHEMBL3613544,CHEMBL3614762,50.0,IC50,50.0
444124,CHEMBL577398,CHEMBL572688,CHEMBL1043093,3.0,IC50,3.4
444126,CHEMBL575858,CHEMBL572688,CHEMBL1043093,4.1,IC50,3.4
444128,CHEMBL573858,CHEMBL572688,CHEMBL1043093,3.3,IC50,3.4
444131,CHEMBL3613582,CHEMBL3613575,CHEMBL3614909,1.8,IC50,3.0
444135,CHEMBL3613582,CHEMBL3613575,CHEMBL3614912,15.7,IC50,5.4
444141,CHEMBL3613583,CHEMBL3613585,CHEMBL3614909,3.4,IC50,2.2
444145,CHEMBL3613583,CHEMBL3613585,CHEMBL3614912,9.0,IC50,25.1
444148,CHEMBL560778,CHEMBL551256,CHEMBL1053892,519.0,IC50,819.0
444150,CHEMBL3581818,CHEMBL3581805,CHEMBL3584387,0.32,IC50,3.17
444152,CHEMBL3633736,CHEMBL3633734,CHEMBL3636842,0.0035,IC50,0.0017
444154,CHEMBL3593617,CHEMBL3593620,CHEMBL3594913,0.19,IC50,0.31
444161,CHEMBL513080,CHEMBL469985,CHEMBL953481,42.0,IC50,26.0
444168,CHEMBL513080,CHEMBL469985,CHEMBL953482,33.0,IC50,9.0
444175,CHEMBL513080,CHEMBL469985,CHEMBL953483,30.0,IC50,16.0
444182,CHEMBL513080,CHEMBL469985,CHEMBL954255,34.0,IC50,27.0
444189,CHEMBL513080,CHEMBL469985,CHEMBL954256,130.0,IC50,143.0
444196,CHEMBL513080,CHEMBL469985,CHEMBL954257,783.0,IC50,351.0
444203,CHEMBL513080,CHEMBL469985,CHEMBL954258,7165.0,IC50,5055.0
444205,CHEMBL540790,CHEMBL556034,CHEMBL708494,2.3,IC50,2.5
444206,CHEMBL3622310,CHEMBL3622307,CHEMBL3624983,7.0,IC50,10.0
444209,CHEMBL3622310,CHEMBL3622307,CHEMBL3624984,2.0,IC50,9.0
444213,CHEMBL3622311,CHEMBL3622308,CHEMBL3624983,100.0,IC50,100.0
444216,CHEMBL3622311,CHEMBL3622308,CHEMBL3624984,100.0,IC50,100.0
444219,CHEMBL3622335,CHEMBL3622322,CHEMBL3625146,10000.0,IC50,10000.0
444222,CHEMBL3622335,CHEMBL3622322,CHEMBL3625145,88.0,IC50,82.0
444224,CHEMBL1085041,CHEMBL1085081,CHEMBL1117654,3.3,IC50,5.9
444225,CHEMBL3601593,CHEMBL3601582,CHEMBL3602333,27.7,IC50,13.5
444226,CHEMBL3601593,CHEMBL3601582,CHEMBL3602335,40.6,IC50,89.0
444227,CHEMBL3601587,CHEMBL3601582,CHEMBL3602333,23.5,IC50,13.5
444228,CHEMBL3601587,CHEMBL3601582,CHEMBL3602335,62.0,IC50,89.0
444229,CHEMBL3601587,CHEMBL3601582,CHEMBL3602336,27.8,IC50,5.6
444230,CHEMBL3601583,CHEMBL3601582,CHEMBL3602333,100.0,IC50,13.5
444231,CHEMBL3601583,CHEMBL3601582,CHEMBL3602335,75.0,IC50,89.0
444232,CHEMBL3601583,CHEMBL3601582,CHEMBL3602336,1.9,IC50,5.6
444237,CHEMBL560972,CHEMBL539393,CHEMBL1034533,2.7,IC50,10.1
444240,CHEMBL560972,CHEMBL539393,CHEMBL1034537,3.4,IC50,3.5
444253,CHEMBL3601716,CHEMBL3601718,CHEMBL3603326,18.0,IC50,31.0
444259,CHEMBL3601716,CHEMBL3601718,CHEMBL3603327,3640.0,IC50,3822.0
444265,CHEMBL3601716,CHEMBL3601718,CHEMBL3603328,2426.0,IC50,4094.0
444273,CHEMBL3601716,CHEMBL3601718,CHEMBL3603329,307.0,IC50,1089.0
444279,CHEMBL3601716,CHEMBL3601718,CHEMBL3603330,1836.0,IC50,3163.0
444285,CHEMBL3601716,CHEMBL3601718,CHEMBL3603331,6036.0,IC50,6185.0
444293,CHEMBL1163637,CHEMBL1163815,CHEMBL1169315,1.0,IC50,5.0
444297,CHEMBL1163637,CHEMBL1163815,CHEMBL1166317,18.0,IC50,65.0
444300,CHEMBL3601813,CHEMBL472784,CHEMBL3603291,200.0,IC50,200.0
444305,CHEMBL3601813,CHEMBL472784,CHEMBL3603292,37.1,IC50,200.0
444310,CHEMBL3601813,CHEMBL472784,CHEMBL3603293,156.7,IC50,200.0
444315,CHEMBL3601815,CHEMBL472784,CHEMBL3603291,13.1,IC50,200.0
444320,CHEMBL3601815,CHEMBL472784,CHEMBL3603292,25.1,IC50,200.0
444325,CHEMBL3601815,CHEMBL472784,CHEMBL3603293,36.4,IC50,200.0
444334,CHEMBL560008,CHEMBL549515,CHEMBL1056020,9.1,IC50,10.0
444338,CHEMBL560008,CHEMBL549515,CHEMBL1056018,5.0,IC50,3.3
444342,CHEMBL560008,CHEMBL549515,CHEMBL1056016,10.0,IC50,9.7
444346,CHEMBL560008,CHEMBL549515,CHEMBL1056014,10.0,IC50,10.0
444350,CHEMBL560008,CHEMBL549515,CHEMBL1056012,10.0,IC50,7.8
444354,CHEMBL560008,CHEMBL549515,CHEMBL1056010,1.4,IC50,2.2
444358,CHEMBL560008,CHEMBL549515,CHEMBL1056008,1.1,IC50,2.1
