,ID_F,ID_H_x,assay_chembl_id,value_F,type_H,value_H
20691,CHEMBL3221046,CHEMBL3221043,CHEMBL3225709,11.7,IC50,50.0
20696,CHEMBL162300,CHEMBL158991,CHEMBL764146,210.0,IC50,28.5
20702,CHEMBL161481,CHEMBL161978,CHEMBL764146,24.0,IC50,19.5
20708,CHEMBL159210,CHEMBL162698,CHEMBL764146,215.0,IC50,4.8
20731,CHEMBL351914,CHEMBL350549,CHEMBL763088,0.07,IC50,0.09
20734,CHEMBL351914,CHEMBL350549,CHEMBL768384,42.0,IC50,100.0
20737,CHEMBL344529,CHEMBL343247,CHEMBL642224,1.5,IC50,0.47
20738,CHEMBL1288882,CHEMBL1288809,CHEMBL1291257,141.0,IC50,1000.0
20753,CHEMBL3121037,CHEMBL3121057,CHEMBL3122260,0.7,IC50,3.5
20758,CHEMBL3120174,CHEMBL3121080,CHEMBL3122260,38.0,IC50,11.0
20762,CHEMBL3121082,CHEMBL3121080,CHEMBL3122260,10.0,IC50,11.0
20767,CHEMBL3121184,CHEMBL3121169,CHEMBL3122260,0.7,IC50,2.2
20771,CHEMBL3121079,CHEMBL3121169,CHEMBL3122260,1.2,IC50,2.2
20775,CHEMBL3121076,CHEMBL3121169,CHEMBL3122260,1.1,IC50,2.2
20779,CHEMBL3121186,CHEMBL3121169,CHEMBL3122260,2.0,IC50,2.2
20783,CHEMBL1240997,CHEMBL1234834,CHEMBL1247118,68.41,IC50,130.0
20791,CHEMBL1240664,CHEMBL1234834,CHEMBL1247118,87.53,IC50,130.0
20793,CHEMBL333972,CHEMBL339657,CHEMBL677305,22.0,IC50,45.0
20794,CHEMBL333972,CHEMBL339657,CHEMBL677305,22.0,IC50,89.0
20796,CHEMBL333972,CHEMBL339657,CHEMBL670478,0.8,IC50,1.4
20797,CHEMBL333972,CHEMBL339657,CHEMBL670478,0.8,IC50,0.27
20806,CHEMBL1408919,CHEMBL1380585,CHEMBL2114719,24.2,IC50,77.47
20826,CHEMBL1408919,CHEMBL1380585,CHEMBL2114714,31.8,IC50,36.1
20870,CHEMBL3121305,CHEMBL3121304,CHEMBL3122458,9.4,IC50,20.0
20873,CHEMBL3121305,CHEMBL3121304,CHEMBL3122459,20.0,IC50,20.0
20876,CHEMBL3121305,CHEMBL3121304,CHEMBL3122460,20.0,IC50,20.0
20879,CHEMBL3121395,CHEMBL3121304,CHEMBL3122458,20.0,IC50,20.0
20882,CHEMBL3121395,CHEMBL3121304,CHEMBL3122459,20.0,IC50,20.0
20885,CHEMBL3121395,CHEMBL3121304,CHEMBL3122460,20.0,IC50,20.0
20890,CHEMBL1797968,CHEMBL205927,CHEMBL3100312,2000.0,IC50,2000.0
20894,CHEMBL3098346,CHEMBL205927,CHEMBL3100312,2000.0,IC50,2000.0
20898,CHEMBL3098347,CHEMBL205927,CHEMBL3100312,2000.0,IC50,2000.0
20903,CHEMBL130894,CHEMBL132333,CHEMBL670247,0.131,IC50,0.191
20906,CHEMBL130894,CHEMBL132333,CHEMBL616480,0.053,IC50,0.294
20909,CHEMBL130894,CHEMBL132333,CHEMBL615831,2.33,IC50,1.73
20927,CHEMBL357017,CHEMBL145566,CHEMBL815036,5.9,IC50,7.4
20930,CHEMBL1289274,CHEMBL1289392,CHEMBL1293120,3.7,IC50,11.2
20938,CHEMBL335355,CHEMBL325338,CHEMBL636701,2.62,IC50,38.5
20942,CHEMBL335355,CHEMBL325338,CHEMBL654885,194.0,IC50,79.3
20945,CHEMBL341658,CHEMBL325338,CHEMBL636701,6.73,IC50,38.5
20949,CHEMBL341658,CHEMBL325338,CHEMBL654885,32.4,IC50,79.3
20952,CHEMBL341658,CHEMBL325338,CHEMBL636701,139.0,IC50,38.5
20956,CHEMBL341658,CHEMBL325338,CHEMBL654885,185.0,IC50,79.3
20959,CHEMBL341658,CHEMBL325338,CHEMBL636701,7.4,IC50,38.5
20963,CHEMBL341658,CHEMBL325338,CHEMBL654885,57.4,IC50,79.3
20968,CHEMBL341658,CHEMBL325338,CHEMBL911221,7.4,IC50,38.5
20973,CHEMBL142491,CHEMBL325338,CHEMBL636701,46.4,IC50,38.5
20977,CHEMBL142491,CHEMBL325338,CHEMBL654885,109.0,IC50,79.3
20982,CHEMBL338170,CHEMBL126962,CHEMBL760423,2.3,IC50,1.8
20986,CHEMBL338170,CHEMBL126962,CHEMBL812859,10.0,IC50,100.0
20989,CHEMBL338170,CHEMBL126962,CHEMBL817093,10.0,IC50,100.0
20992,CHEMBL129498,CHEMBL126962,CHEMBL760423,2.3,IC50,1.8
20996,CHEMBL129498,CHEMBL126962,CHEMBL812859,10.0,IC50,100.0
20999,CHEMBL129498,CHEMBL126962,CHEMBL817093,10.0,IC50,100.0
21003,CHEMBL299958,CHEMBL300629,CHEMBL760265,2.0,IC50,10.0
21005,CHEMBL300026,CHEMBL300629,CHEMBL760263,50.0,IC50,50.0
21007,CHEMBL300026,CHEMBL300629,CHEMBL760265,50.0,IC50,10.0
21010,CHEMBL58964,CHEMBL58352,CHEMBL633987,55.86,IC50,55.36
21011,CHEMBL53447,CHEMBL50882,CHEMBL822488,1.1,IC50,2.4
21012,CHEMBL53447,CHEMBL50882,CHEMBL822489,17.6,IC50,71.7
21013,CHEMBL53447,CHEMBL50882,CHEMBL823526,1.87,IC50,5.3
21014,CHEMBL53447,CHEMBL50882,CHEMBL823527,47.8,IC50,196.0
21015,CHEMBL53776,CHEMBL50882,CHEMBL822488,1.2,IC50,2.4
21016,CHEMBL53776,CHEMBL50882,CHEMBL822489,23.7,IC50,71.7
21017,CHEMBL53776,CHEMBL50882,CHEMBL823526,2.1,IC50,5.3
21018,CHEMBL53776,CHEMBL50882,CHEMBL823527,8.7,IC50,196.0
21019,CHEMBL3182305,CHEMBL3188049,CHEMBL3215166,0.31,IC50,0.01
21020,CHEMBL3182305,CHEMBL3188049,CHEMBL3214831,0.45,IC50,0.27
21037,CHEMBL1399083,CHEMBL3188049,CHEMBL2114892,0.81,IC50,0.32
21041,CHEMBL1399083,CHEMBL3188049,CHEMBL2114892,0.695,IC50,0.32
21046,CHEMBL1399083,CHEMBL3188049,CHEMBL3215166,0.67,IC50,0.01
21050,CHEMBL3184211,CHEMBL3188049,CHEMBL3215166,0.6,IC50,0.01
21051,CHEMBL3184211,CHEMBL3188049,CHEMBL3214831,0.99,IC50,0.27
21053,CHEMBL45504,CHEMBL27985,CHEMBL699983,0.73,IC50,20.0
21054,CHEMBL46196,CHEMBL294995,CHEMBL761611,0.037,IC50,0.184
21057,CHEMBL3120479,CHEMBL3120478,CHEMBL3124055,0.48,IC50,0.15
21060,CHEMBL3120479,CHEMBL3120478,CHEMBL3124056,1.58,IC50,1.46
21063,CHEMBL3120479,CHEMBL3120478,CHEMBL3124057,1.32,IC50,1.96
21066,CHEMBL3120479,CHEMBL3120478,CHEMBL3124059,0.15,IC50,0.18
21069,CHEMBL3120479,CHEMBL3120478,CHEMBL3124063,1.22,IC50,1.32
21072,CHEMBL3120479,CHEMBL3120478,CHEMBL3124064,0.15,IC50,0.02
21075,CHEMBL1307842,CHEMBL1528716,CHEMBL1613951,10.4873,IC50,44.7978
21079,CHEMBL49362,CHEMBL46262,CHEMBL636930,0.9,IC50,3.0
21080,CHEMBL295233,CHEMBL46262,CHEMBL636930,8.0,IC50,3.0
21081,CHEMBL47809,CHEMBL46262,CHEMBL636930,0.5,IC50,3.0
21121,CHEMBL3120712,CHEMBL3120711,CHEMBL3123368,0.103,IC50,0.55
21122,CHEMBL48332,CHEMBL49775,CHEMBL760081,0.35,IC50,0.28
21126,CHEMBL48332,CHEMBL49775,CHEMBL767754,5.86,IC50,2.4
21130,CHEMBL300047,CHEMBL49775,CHEMBL760081,0.32,IC50,0.28
21134,CHEMBL300047,CHEMBL49775,CHEMBL767754,2.5,IC50,2.4
21138,CHEMBL298356,CHEMBL49775,CHEMBL760081,0.31,IC50,0.28
21142,CHEMBL298356,CHEMBL49775,CHEMBL767754,2.7,IC50,2.4
21146,CHEMBL298762,CHEMBL49775,CHEMBL760081,0.9,IC50,0.28
21150,CHEMBL298762,CHEMBL49775,CHEMBL767754,10.8,IC50,2.4
21154,CHEMBL299765,CHEMBL49775,CHEMBL760081,1.0,IC50,0.28
21158,CHEMBL299765,CHEMBL49775,CHEMBL767754,8.2,IC50,2.4
21163,CHEMBL1289045,CHEMBL1289160,CHEMBL1293120,2.12,IC50,3.12
21169,CHEMBL74630,CHEMBL72054,CHEMBL705007,3.3,IC50,7.5
21179,CHEMBL1289223,CHEMBL1289459,CHEMBL1291575,24.5,IC50,50.2
21180,CHEMBL1289223,CHEMBL1289459,CHEMBL1291576,38.1,IC50,50.0
21182,CHEMBL72701,CHEMBL74266,CHEMBL652372,43.0,IC50,53.0
21197,CHEMBL309070,CHEMBL74266,CHEMBL652372,19.0,IC50,53.0
21213,CHEMBL306531,CHEMBL75315,CHEMBL652372,21.0,IC50,27.0
21228,CHEMBL309091,CHEMBL75315,CHEMBL652372,11.0,IC50,27.0
21241,CHEMBL2390995,CHEMBL1938433,CHEMBL2395193,0.19,IC50,0.103
21244,CHEMBL2390995,CHEMBL1938433,CHEMBL2395196,0.09,IC50,0.065
21247,CHEMBL2390995,CHEMBL1938433,CHEMBL2395195,0.31,IC50,0.27
21250,CHEMBL2390995,CHEMBL1938433,CHEMBL2395207,2.38,IC50,3.81
21251,CHEMBL2390995,CHEMBL1938433,CHEMBL2395212,0.777,IC50,0.477
21256,CHEMBL2390995,CHEMBL1938433,CHEMBL2395211,1.322,IC50,0.773
21261,CHEMBL2390995,CHEMBL1938433,CHEMBL2395213,0.681,IC50,0.399
21266,CHEMBL2390995,CHEMBL1938433,CHEMBL2395214,0.108,IC50,0.121
21311,CHEMBL2391005,CHEMBL2391004,CHEMBL2395212,0.848,IC50,0.979
21316,CHEMBL2391005,CHEMBL2391004,CHEMBL2395211,2.1,IC50,2.22
21321,CHEMBL2391005,CHEMBL2391004,CHEMBL2395213,0.734,IC50,1.33
21326,CHEMBL2391005,CHEMBL2391004,CHEMBL2395214,0.137,IC50,0.136
21333,CHEMBL309090,CHEMBL72390,CHEMBL652372,24.0,IC50,120.0
21348,CHEMBL72161,CHEMBL72390,CHEMBL652372,42.0,IC50,120.0
21385,CHEMBL3126188,CHEMBL3126185,CHEMBL3130541,197.0,IC50,0.39
21389,CHEMBL3126188,CHEMBL3126185,CHEMBL3587283,197.0,IC50,390.0
21390,CHEMBL3126189,CHEMBL3126185,CHEMBL3130541,436.0,IC50,0.39
21394,CHEMBL3126189,CHEMBL3126185,CHEMBL3587283,437.0,IC50,390.0
21396,CHEMBL1270682,CHEMBL1270683,CHEMBL1273695,20.0,IC50,20.0
21402,CHEMBL1270682,CHEMBL1270683,CHEMBL1273697,20.0,IC50,20.0
21408,CHEMBL1270682,CHEMBL1270683,CHEMBL1273693,1.3,IC50,1.2
21414,CHEMBL1270682,CHEMBL1270683,CHEMBL1273694,2.5,IC50,1.5
21420,CHEMBL2431007,CHEMBL2431006,CHEMBL2434041,88.0,IC50,75.0
21426,CHEMBL2431007,CHEMBL2431006,CHEMBL2434042,111.0,IC50,30.0
21432,CHEMBL2431007,CHEMBL2431006,CHEMBL2434043,14.0,IC50,24.0
21438,CHEMBL2431007,CHEMBL2431006,CHEMBL2434044,42.0,IC50,280.0
21444,CHEMBL2431007,CHEMBL2431006,CHEMBL2434045,8.5,IC50,8.2
21453,CHEMBL4590343,CHEMBL2431006,CHEMBL4407819,0.15,IC50,0.19
21455,CHEMBL4590343,CHEMBL2431006,CHEMBL4407820,0.13,IC50,0.26
21456,CHEMBL4590343,CHEMBL2431006,CHEMBL4407821,1000.0,IC50,1000.0
21464,CHEMBL1704644,CHEMBL1516099,CHEMBL1794366,16.131,IC50,12.365
21501,CHEMBL1704644,CHEMBL1516099,CHEMBL1794523,79.0,IC50,10.165
21536,CHEMBL1271095,CHEMBL1271096,CHEMBL1273694,6.2,IC50,2.7
21542,CHEMBL1271095,CHEMBL1271096,CHEMBL1273693,8.3,IC50,2.0
21548,CHEMBL1271095,CHEMBL1271096,CHEMBL1273695,20.0,IC50,20.0
21554,CHEMBL1271095,CHEMBL1271096,CHEMBL1273697,20.0,IC50,20.0
21558,CHEMBL1271220,CHEMBL1271011,CHEMBL1273493,100.0,IC50,100.0
21559,CHEMBL1271220,CHEMBL1271011,CHEMBL1273494,100.0,IC50,100.0
21560,CHEMBL1271220,CHEMBL1271011,CHEMBL1273495,30.0,IC50,20.0
21561,CHEMBL1271220,CHEMBL1271011,CHEMBL1273492,0.01,IC50,0.01
21562,CHEMBL1271116,CHEMBL1271011,CHEMBL1273493,100.0,IC50,100.0
21563,CHEMBL1271116,CHEMBL1271011,CHEMBL1273494,100.0,IC50,100.0
21564,CHEMBL1271116,CHEMBL1271011,CHEMBL1273495,50.0,IC50,20.0
21565,CHEMBL1271116,CHEMBL1271011,CHEMBL1273492,0.01,IC50,0.01
21566,CHEMBL3145273,CHEMBL3145270,CHEMBL1936903,0.91,IC50,1.7
21569,CHEMBL1241435,CHEMBL1241466,CHEMBL1248956,0.08,IC50,0.09
21585,CHEMBL1302317,CHEMBL4173970,CHEMBL4134978,32.6,IC50,14.19
21587,CHEMBL1302317,CHEMBL4173970,CHEMBL4134979,38.07,IC50,18.41
21589,CHEMBL4163544,CHEMBL4173970,CHEMBL4134978,5.23,IC50,14.19
21591,CHEMBL4163544,CHEMBL4173970,CHEMBL4134979,1.98,IC50,18.41
21593,CHEMBL4161445,CHEMBL4173970,CHEMBL4134978,8.92,IC50,14.19
21595,CHEMBL4161445,CHEMBL4173970,CHEMBL4134979,24.87,IC50,18.41
21597,CHEMBL4169369,CHEMBL4173970,CHEMBL4134978,4.03,IC50,14.19
21599,CHEMBL4169369,CHEMBL4173970,CHEMBL4134979,19.78,IC50,18.41
21601,CHEMBL301423,CHEMBL170767,CHEMBL701194,2.2,IC50,5.0
21605,CHEMBL301423,CHEMBL170767,CHEMBL856057,4.3,IC50,5.0
21612,CHEMBL265533,CHEMBL12842,CHEMBL709120,800.0,IC50,800200.0
21614,CHEMBL265533,CHEMBL12842,CHEMBL709118,800.0,IC50,200.0
21615,CHEMBL308171,CHEMBL12842,CHEMBL709120,800.0,IC50,800200.0
21617,CHEMBL308171,CHEMBL12842,CHEMBL709118,350.0,IC50,200.0
21618,CHEMBL61020,CHEMBL61597,CHEMBL784918,0.025,IC50,0.029
21622,CHEMBL78460,CHEMBL311086,CHEMBL819075,1.5,IC50,5.4
21627,CHEMBL309383,CHEMBL311086,CHEMBL819075,1.4,IC50,5.4
21632,CHEMBL82191,CHEMBL311086,CHEMBL819075,0.5,IC50,5.4
21637,CHEMBL78352,CHEMBL311086,CHEMBL819075,0.5,IC50,5.4
21642,CHEMBL609568,CHEMBL12208,CHEMBL1068436,1.0,IC50,1.0
21646,CHEMBL1172802,CHEMBL1173652,CHEMBL1177207,4.12,IC50,7.83
21647,CHEMBL1172802,CHEMBL1173652,CHEMBL1177208,5.84,IC50,10.78
21648,CHEMBL1172802,CHEMBL1173652,CHEMBL1177209,3.76,IC50,4.41
21649,CHEMBL1172877,CHEMBL1173652,CHEMBL1177207,26.74,IC50,7.83
21650,CHEMBL1172877,CHEMBL1173652,CHEMBL1177208,41.26,IC50,10.78
21651,CHEMBL1172877,CHEMBL1173652,CHEMBL1177209,15.0,IC50,4.41
21652,CHEMBL1172951,CHEMBL1173652,CHEMBL1177207,12.42,IC50,7.83
21653,CHEMBL1172951,CHEMBL1173652,CHEMBL1177208,16.75,IC50,10.78
21654,CHEMBL1172951,CHEMBL1173652,CHEMBL1177209,5.88,IC50,4.41
21684,CHEMBL116668,CHEMBL114475,CHEMBL733982,41.6,IC50,1000.0
21685,CHEMBL321617,CHEMBL324210,CHEMBL882394,22.5,IC50,20.0
21686,CHEMBL321617,CHEMBL324210,CHEMBL805433,0.2,IC50,0.2
21687,CHEMBL323788,CHEMBL324210,CHEMBL882394,23.0,IC50,20.0
21688,CHEMBL323788,CHEMBL324210,CHEMBL805433,0.2,IC50,0.2
21689,CHEMBL111476,CHEMBL324210,CHEMBL882394,7.9,IC50,20.0
21690,CHEMBL111476,CHEMBL324210,CHEMBL805433,0.1,IC50,0.2
21691,CHEMBL321859,CHEMBL107547,CHEMBL880164,0.07,IC50,0.52
21694,CHEMBL321859,CHEMBL107547,CHEMBL620367,0.14,IC50,5.7
21697,CHEMBL321859,CHEMBL107547,CHEMBL662771,0.29,IC50,0.72
21700,CHEMBL122301,CHEMBL416162,CHEMBL650835,1490.0,IC50,10270.0
21723,CHEMBL325394,CHEMBL113958,CHEMBL878769,1.7,IC50,0.8
21725,CHEMBL126531,CHEMBL275965,CHEMBL873996,7.6,IC50,5.7
21727,CHEMBL339510,CHEMBL275965,CHEMBL873996,7.6,IC50,5.7
21729,CHEMBL127536,CHEMBL275965,CHEMBL873996,16.4,IC50,5.7
21731,CHEMBL124016,CHEMBL275965,CHEMBL873996,4.0,IC50,5.7
21733,CHEMBL127070,CHEMBL275965,CHEMBL873996,25.0,IC50,5.7
21735,CHEMBL439143,CHEMBL382686,CHEMBL865070,10.0,IC50,40.0
21830,CHEMBL193498,CHEMBL371828,CHEMBL828597,0.17,IC50,0.2
21835,CHEMBL1258221,CHEMBL1256163,CHEMBL1259738,110.0,IC50,49.0
21840,CHEMBL1258221,CHEMBL1256163,CHEMBL1259736,79.0,IC50,130.0
21845,CHEMBL1258221,CHEMBL1256163,CHEMBL3888169,79.0,IC50,130.0
21850,CHEMBL1258221,CHEMBL1256163,CHEMBL3888170,110.0,IC50,49.0
21855,CHEMBL1258447,CHEMBL1256163,CHEMBL1259738,20.0,IC50,49.0
21860,CHEMBL1258447,CHEMBL1256163,CHEMBL1259736,39.0,IC50,130.0
21865,CHEMBL1258447,CHEMBL1256163,CHEMBL3888169,39.0,IC50,130.0
21870,CHEMBL1258447,CHEMBL1256163,CHEMBL3888170,20.0,IC50,49.0
21875,CHEMBL1258448,CHEMBL1256163,CHEMBL1259736,300.0,IC50,130.0
21880,CHEMBL1258448,CHEMBL1256163,CHEMBL1259738,780.0,IC50,49.0
21885,CHEMBL1258448,CHEMBL1256163,CHEMBL3888169,300.0,IC50,130.0
21890,CHEMBL1258448,CHEMBL1256163,CHEMBL3888170,780.0,IC50,49.0
21895,CHEMBL115387,CHEMBL116196,CHEMBL880940,0.02,IC50,0.045
21901,CHEMBL111456,CHEMBL143480,CHEMBL765509,1.1,IC50,4.3
21904,CHEMBL111456,CHEMBL143480,CHEMBL857414,0.38,IC50,0.84
21907,CHEMBL111456,CHEMBL143480,CHEMBL732625,4.0,IC50,12.0
21932,CHEMBL2046951,CHEMBL2046944,CHEMBL2050003,10.6,IC50,6.2
21934,CHEMBL2046951,CHEMBL2046944,CHEMBL2050004,10.6,IC50,6.2
21936,CHEMBL3234320,CHEMBL3234116,CHEMBL3239990,14.0,IC50,31.0
21937,CHEMBL3234320,CHEMBL3234116,CHEMBL3239991,43.0,IC50,49.0
21938,CHEMBL3234320,CHEMBL3234116,CHEMBL3239992,148.0,IC50,172.0
21940,CHEMBL336413,CHEMBL781,CHEMBL672120,6.5,IC50,8.1
21944,CHEMBL336413,CHEMBL781,CHEMBL670588,6.5,IC50,8.1
21948,CHEMBL336413,CHEMBL781,CHEMBL670592,15.0,IC50,8.4
21953,CHEMBL336100,CHEMBL781,CHEMBL672997,91.0,IC50,43.0
21955,CHEMBL336100,CHEMBL781,CHEMBL807030,129.0,IC50,94.0
21957,CHEMBL336100,CHEMBL781,CHEMBL756262,5.0,IC50,4.9
21961,CHEMBL259070,CHEMBL410333,CHEMBL937312,212.0,IC50,418.0
21963,CHEMBL411429,CHEMBL410333,CHEMBL937312,296.0,IC50,418.0
21965,CHEMBL258856,CHEMBL410333,CHEMBL937312,182.0,IC50,418.0
21967,CHEMBL1270016,CHEMBL1269057,CHEMBL1274172,2.4,IC50,2.0
21968,CHEMBL1270016,CHEMBL1269057,CHEMBL1274171,0.023,IC50,0.009
21970,CHEMBL1270122,CHEMBL1269057,CHEMBL1274172,2.5,IC50,2.0
21971,CHEMBL1270122,CHEMBL1269057,CHEMBL1274171,0.014,IC50,0.009
21973,CHEMBL1270015,CHEMBL1269057,CHEMBL1274172,1.5,IC50,2.0
21974,CHEMBL1270015,CHEMBL1269057,CHEMBL1274171,0.008,IC50,0.009
21977,CHEMBL1271441,CHEMBL1269057,CHEMBL1274172,0.5,IC50,2.0
21978,CHEMBL1271441,CHEMBL1269057,CHEMBL1274171,0.008,IC50,0.009
21984,CHEMBL141308,CHEMBL148052,CHEMBL686745,3.0,IC50,7.8
22011,CHEMBL27535,CHEMBL417294,CHEMBL757906,11.1,IC50,12.7
22015,CHEMBL27535,CHEMBL417294,CHEMBL872509,60.3,IC50,106.0
22019,CHEMBL27535,CHEMBL417294,CHEMBL729374,53.6,IC50,42.7
22023,CHEMBL27535,CHEMBL417294,CHEMBL653782,20.0,IC50,28.9
22027,CHEMBL282171,CHEMBL417294,CHEMBL757906,10.9,IC50,12.7
22031,CHEMBL282171,CHEMBL417294,CHEMBL872509,134.0,IC50,106.0
22035,CHEMBL282171,CHEMBL417294,CHEMBL729374,28.3,IC50,42.7
22039,CHEMBL282171,CHEMBL417294,CHEMBL653782,11.2,IC50,28.9
22043,CHEMBL138968,CHEMBL337540,CHEMBL816539,46.0,IC50,36.0
22044,CHEMBL3186104,CHEMBL3184097,CHEMBL3215027,1.16,IC50,50.0
22049,CHEMBL124669,CHEMBL124134,CHEMBL660813,0.361,IC50,0.9
22061,CHEMBL124583,CHEMBL124134,CHEMBL660276,50.0,IC50,10.0
22068,CHEMBL124583,CHEMBL124134,CHEMBL660813,1.75,IC50,0.9
22080,CHEMBL336749,CHEMBL136408,CHEMBL656248,0.066,IC50,0.032
22083,CHEMBL336749,CHEMBL136408,CHEMBL662400,0.046,IC50,0.0083
22086,CHEMBL335666,CHEMBL136408,CHEMBL656248,0.054,IC50,0.032
22089,CHEMBL335666,CHEMBL136408,CHEMBL662400,0.01,IC50,0.0083
22122,CHEMBL341074,CHEMBL331634,CHEMBL660813,0.011,IC50,0.18
22135,CHEMBL1632662,CHEMBL1632660,CHEMBL1640643,602.0,IC50,1090.0
22139,CHEMBL1632664,CHEMBL1632660,CHEMBL1640643,89.1,IC50,1090.0
22143,CHEMBL1632666,CHEMBL1632660,CHEMBL1640643,63.0,IC50,1090.0
22147,CHEMBL199669,CHEMBL200054,CHEMBL869935,5.0,IC50,6.0
22149,CHEMBL199669,CHEMBL200054,CHEMBL853015,1.0,IC50,2.0
22151,CHEMBL196875,CHEMBL197566,CHEMBL831099,0.4,IC50,0.6
22163,CHEMBL196875,CHEMBL197566,CHEMBL824874,1.0,IC50,20.0
22165,CHEMBL206047,CHEMBL206937,CHEMBL870070,30.0,IC50,33.0
22170,CHEMBL205353,CHEMBL206937,CHEMBL870070,33.0,IC50,33.0
22175,CHEMBL380333,CHEMBL206937,CHEMBL870070,33.0,IC50,33.0
22181,CHEMBL206048,CHEMBL208347,CHEMBL870070,1.8,IC50,4.7
22191,CHEMBL3216959,CHEMBL3217170,CHEMBL1827733,12.2,IC50,13.9
22206,CHEMBL3216959,CHEMBL3217170,CHEMBL1827734,2239.0,IC50,1506.0
22221,CHEMBL3216959,CHEMBL3217170,CHEMBL1827735,281.9,IC50,17.8
33875,CHEMBL3217228,CHEMBL3142652,CHEMBL2318322,3.2,IC50,2.1
33877,CHEMBL3217228,CHEMBL3142652,CHEMBL2318323,480.0,IC50,240.0
33879,CHEMBL3217229,CHEMBL3142652,CHEMBL2318322,1.7,IC50,2.1
33881,CHEMBL3217229,CHEMBL3142652,CHEMBL2318323,320.0,IC50,240.0
33884,CHEMBL107934,CHEMBL322789,CHEMBL880164,3.0,IC50,3.8
33887,CHEMBL107934,CHEMBL322789,CHEMBL620367,2.9,IC50,5.6
33890,CHEMBL107934,CHEMBL322789,CHEMBL662771,8.2,IC50,4.2
33893,CHEMBL109032,CHEMBL322789,CHEMBL880164,1.01,IC50,3.8
33896,CHEMBL109032,CHEMBL322789,CHEMBL620367,2.1,IC50,5.6
33899,CHEMBL109032,CHEMBL322789,CHEMBL662771,2.5,IC50,4.2
33902,CHEMBL420481,CHEMBL322789,CHEMBL880164,0.75,IC50,3.8
33905,CHEMBL420481,CHEMBL322789,CHEMBL620367,0.92,IC50,5.6
33908,CHEMBL420481,CHEMBL322789,CHEMBL662771,2.0,IC50,4.2
33910,CHEMBL1277745,CHEMBL1277651,CHEMBL1286079,99.4,IC50,45.7
33911,CHEMBL1277745,CHEMBL1277651,CHEMBL1286080,10.0,IC50,10.0
33912,CHEMBL1277652,CHEMBL1277651,CHEMBL1286079,50.6,IC50,45.7
33913,CHEMBL1277652,CHEMBL1277651,CHEMBL1286080,10.0,IC50,10.0
33914,CHEMBL1277746,CHEMBL1277651,CHEMBL1286080,10.0,IC50,10.0
33915,CHEMBL1277746,CHEMBL1277651,CHEMBL1286079,100.0,IC50,45.7
33916,CHEMBL2441379,CHEMBL2441385,CHEMBL2447642,4.9,IC50,100.0
33918,CHEMBL2441379,CHEMBL2441385,CHEMBL2447643,3.1,IC50,100.0
33920,CHEMBL2441379,CHEMBL2441385,CHEMBL2447644,15.0,IC50,100.0
33928,CHEMBL1202021,CHEMBL1202013,CHEMBL673210,121.0,IC50,1170.0
33930,CHEMBL1202021,CHEMBL1202013,CHEMBL619186,1697.0,IC50,33.0
33932,CHEMBL1202021,CHEMBL1202013,CHEMBL663153,125.0,IC50,830.0
33934,CHEMBL1202021,CHEMBL1202013,CHEMBL619191,2150.0,IC50,28.0
33936,CHEMBL109372,CHEMBL109428,CHEMBL677877,0.54,IC50,0.18
33937,CHEMBL109372,CHEMBL109428,CHEMBL621025,0.7,IC50,0.59
33938,CHEMBL109372,CHEMBL109428,CHEMBL805639,0.47,IC50,1.76
33939,CHEMBL109372,CHEMBL109428,CHEMBL805867,2.3,IC50,7.06
33943,CHEMBL3238288,CHEMBL3238287,CHEMBL3243251,9.1,IC50,14.3
33950,CHEMBL3238295,CHEMBL3238282,CHEMBL3243251,426.7,IC50,145.5
33965,CHEMBL339904,CHEMBL9194,CHEMBL673048,30.0,IC50,515.0
33969,CHEMBL1222954,CHEMBL557057,CHEMBL1228382,12.7,IC50,8.6
33977,CHEMBL1222954,CHEMBL557057,CHEMBL1228383,67.3,IC50,11.3
33985,CHEMBL1222954,CHEMBL557057,CHEMBL1228384,23.6,IC50,49.8
33990,CHEMBL1222954,CHEMBL557057,CHEMBL1228385,6.6,IC50,20.4
33998,CHEMBL1222954,CHEMBL557057,CHEMBL1228386,12.8,IC50,8.7
34006,CHEMBL3238459,CHEMBL3238452,CHEMBL3242157,3.92,IC50,15.4
34011,CHEMBL3238459,CHEMBL3238452,CHEMBL3242158,4.6,IC50,11.33
34015,CHEMBL3238458,CHEMBL3238452,CHEMBL3242157,32.2,IC50,15.4
34020,CHEMBL3238453,CHEMBL3238452,CHEMBL3242157,13.1,IC50,15.4
34025,CHEMBL1222965,CHEMBL1222962,CHEMBL1225418,51.0,IC50,63.0
34028,CHEMBL3897379,CHEMBL3906349,CHEMBL3887295,40.0,IC50,140.0
34047,CHEMBL3968523,CHEMBL3906349,CHEMBL3887295,74.0,IC50,140.0
34066,CHEMBL3898952,CHEMBL3906349,CHEMBL3887295,79.0,IC50,140.0
34085,CHEMBL3218021,CHEMBL3218005,CHEMBL3226385,0.1,IC50,0.17
34088,CHEMBL3218021,CHEMBL3218005,CHEMBL3224098,0.05,IC50,0.05
34091,CHEMBL3218021,CHEMBL3218005,CHEMBL3887786,140.0,IC50,150.0
34092,CHEMBL3218021,CHEMBL3218005,CHEMBL3887786,140.0,IC50,170.0
34098,CHEMBL3218021,CHEMBL3218005,CHEMBL3887786,100.0,IC50,150.0
